ME_SM_unit_1 ME_SM_unit_2 ME_SM_unit_3 ME_SM_unit_4 ME_SM_unit_5 ME_SM_unit_6 ME_SM_unit_7 ME_SM_unit_8 ME_SM_unit_9 ME_SM_unit_10 ME_SM_unit_11 ME_SM_unit_12 ME_SM_unit_13 ME_SM_unit_14 ME_SM_unit_15 ME_SM_unit_16 ME_SM_unit_17 ME_SM_unit_18 ME_SM_unit_19 ME_SM_unit_20 ME_SM_unit_21 ME_SM_unit_22 ME_SM_unit_23 ME_SM_unit_24 ME_SM_unit_25 ME_ST_unit_1 ME_ST_unit_2 ME_ST_unit_3 ME_ST_unit_4 ME_ST_unit_5 ME_ST_unit_6 ME_ST_unit_7 ME_ST_unit_8 ME_ST_unit_9 ME_ST_unit_10 ME_ST_unit_11 ME_ST_unit_12 ME_ST_unit_13 ME_ST_unit_14 ME_ST_unit_15 ME_ST_unit_16 ME_ST_unit_17 ME_ST_unit_18 ME_ST_unit_19 ME_ST_unit_20 ME_ST_unit_21 ME_ST_unit_22 ME_ST_unit_23 ME_ST_unit_24 ME_ST_unit_25 ML_SM_unit_1 ML_SM_unit_2 ML_SM_unit_3 ML_SM_unit_4 ML_SM_unit_5 ML_SM_unit_6 ML_SM_unit_7 ML_SM_unit_8 ML_SM_unit_9 ML_SM_unit_10 ML_SM_unit_11 ML_SM_unit_12 ML_SM_unit_13 ML_SM_unit_14 ML_SM_unit_15 ML_SM_unit_16 ML_SM_unit_17 ML_SM_unit_18 ML_SM_unit_19 ML_SM_unit_20 ML_SM_unit_21 ML_SM_unit_22 ML_SM_unit_23 ML_SM_unit_24 ML_SM_unit_25 ML_ST_unit_1 ML_ST_unit_2 ML_ST_unit_3 ML_ST_unit_4 ML_ST_unit_5 ML_ST_unit_6 ML_ST_unit_7 ML_ST_unit_8 ML_ST_unit_9 ML_ST_unit_10 ML_ST_unit_11 ML_ST_unit_12 ML_ST_unit_13 ML_ST_unit_14 ML_ST_unit_15 ML_ST_unit_16 ML_ST_unit_17 ML_ST_unit_18 ML_ST_unit_19 ML_ST_unit_20 ML_ST_unit_21 ML_ST_unit_22 ML_ST_unit_23 ML_ST_unit_24 ML_ST_unit_25
0.5 0.467 0.417 0.4 0.358 0.367 0.358 0.325 0.333 0.342 0.35 0.317 0.342 0.333 0.3 0.3 0.308 0.308 0.308 0.317 0.325 0.333 0.333 0.333 0.333 0.5 0.508 0.442 0.45 0.442 0.458 0.417 0.425 0.417 0.4 0.392 0.4 0.392 0.375 0.367 0.358 0.367 0.375 0.367 0.358 0.358 0.367 0.375 0.358 0.35 0.567 0.383 0.375 0.375 0.35 0.342 0.4 0.333 0.308 0.3 0.35 0.267 0.3 0.317 0.258 0.317 0.225 0.242 0.258 0.25 0.217 0.208 0.217 0.183 0.167 0.567 0.517 0.467 0.4 0.425 0.417 0.367 0.342 0.333 0.325 0.325 0.308 0.25 0.275 0.258 0.283 0.275 0.283 0.25 0.217 0.267 0.225 0.233 0.242 0.233
0.608 0.575 0.567 0.467 0.492 0.492 0.5 0.483 0.483 0.467 0.483 0.467 0.475 0.483 0.475 0.467 0.458 0.45 0.458 0.442 0.458 0.458 0.467 0.467 0.5 0.608 0.583 0.567 0.592 0.542 0.517 0.458 0.5 0.5 0.517 0.508 0.517 0.525 0.508 0.475 0.5 0.458 0.442 0.442 0.425 0.433 0.458 0.467 0.467 0.475 0.533 0.558 0.508 0.375 0.417 0.342 0.367 0.358 0.325 0.342 0.325 0.325 0.333 0.308 0.325 0.308 0.292 0.317 0.325 0.325 0.342 0.358 0.358 0.392 0.333 0.533 0.633 0.517 0.442 0.483 0.45 0.442 0.433 0.442 0.442 0.383 0.433 0.4 0.383 0.358 0.342 0.358 0.375 0.358 0.35 0.333 0.367 0.358 0.383 0.375
0.617 0.5 0.492 0.433 0.45 0.475 0.467 0.442 0.433 0.433 0.408 0.425 0.425 0.408 0.417 0.433 0.433 0.425 0.433 0.425 0.425 0.4 0.425 0.383 0.417 0.617 0.533 0.45 0.4 0.375 0.358 0.383 0.358 0.383 0.35 0.342 0.342 0.35 0.342 0.325 0.35 0.325 0.358 0.333 0.35 0.342 0.342 0.35 0.367 0.358 0.6 0.442 0.383 0.392 0.358 0.367 0.342 0.35 0.375 0.375 0.358 0.342 0.325 0.342 0.35 0.383 0.358 0.342 0.325 0.325 0.325 0.317 0.333 0.342 0.333 0.6 0.483 0.4 0.408 0.417 0.425 0.358 0.358 0.333 0.358 0.342 0.333 0.308 0.292 0.3 0.317 0.317 0.308 0.3 0.333 0.308 0.283 0.317 0.325 0.317
0.517 0.442 0.433 0.425 0.408 0.392 0.383 0.392 0.4 0.392 0.4 0.375 0.383 0.392 0.392 0.4 0.408 0.4 0.408 0.4 0.408 0.4 0.408 0.417 0.417 0.517 0.525 0.467 0.492 0.433 0.45 0.483 0.433 0.358 0.392 0.408 0.4 0.392 0.4 0.408 0.425 0.408 0.417 0.408 0.408 0.392 0.392 0.408 0.392 0.417 0.55 0.442 0.433 0.425 0.442 0.35 0.367 0.4 0.4 0.375 0.358 0.342 0.35 0.35 0.358 0.342 0.35 0.333 0.35 0.325 0.325 0.317 0.317 0.317 0.333 0.55 0.492 0.45 0.45 0.45 0.408 0.45 0.4 0.425 0.4 0.408 0.417 0.425 0.417 0.417 0.425 0.425 0.408 0.417 0.425 0.4 0.392 0.375 0.375 0.383
0.625 0.483 0.483 0.458 0.483 0.45 0.425 0.433 0.408 0.392 0.342 0.333 0.35 0.3 0.283 0.3 0.35 0.333 0.342 0.317 0.3 0.308 0.308 0.317 0.333 0.625 0.592 0.608 0.517 0.508 0.433 0.417 0.433 0.4 0.392 0.375 0.375 0.333 0.358 0.35 0.35 0.308 0.325 0.308 0.308 0.317 0.292 0.308 0.3 0.308 0.5 0.392 0.367 0.317 0.317 0.308 0.308 0.333 0.308 0.308 0.333 0.317 0.317 0.317 0.333 0.317 0.333 0.333 0.333 0.333 0.333 0.333 0.333 0.333 0.333 0.5 0.475 0.475 0.375 0.433 0.375 0.375 0.342 0.333 0.317 0.325 0.308 0.275 0.258 0.275 0.283 0.292 0.275 0.275 0.275 0.283 0.275 0.267 0.275 0.275
0.483 0.475 0.425 0.35 0.358 0.317 0.3 0.267 0.292 0.292 0.275 0.283 0.283 0.267 0.267 0.275 0.267 0.283 0.292 0.308 0.308 0.3 0.292 0.308 0.333 0.483 0.55 0.475 0.425 0.433 0.35 0.375 0.325 0.308 0.3 0.333 0.308 0.3 0.308 0.292 0.3 0.292 0.275 0.308 0.275 0.292 0.283 0.292 0.283 0.275 0.575 0.408 0.35 0.342 0.333 0.242 0.225 0.217 0.233 0.208 0.2 0.2 0.208 0.2 0.183 0.183 0.183 0.208 0.217 0.217 0.25 0.25 0.25 0.25 0.25 0.575 0.567 0.425 0.358 0.342 0.342 0.367 0.358 0.292 0.275 0.267 0.242 0.225 0.2 0.2 0.225 0.225 0.217 0.217 0.208 0.208 0.183 0.183 0.175 0.183
0.317 0.333 0.242 0.217 0.192 0.183 0.183 0.183 0.192 0.183 0.183 0.192 0.208 0.2 0.2 0.2 0.2 0.2 0.2 0.208 0.192 0.183 0.192 0.175 0.167 0.317 0.433 0.267 0.225 0.233 0.233 0.242 0.225 0.233 0.208 0.217 0.225 0.225 0.225 0.208 0.217 0.217 0.225 0.225 0.217 0.217 0.217 0.225 0.233 0.242 0.408 0.35 0.258 0.267 0.25 0.233 0.217 0.233 0.233 0.233 0.225 0.242 0.217 0.242 0.242 0.233 0.233 0.242 0.242 0.25 0.242 0.25 0.242 0.25 0.25 0.408 0.408 0.333 0.267 0.233 0.217 0.233 0.242 0.225 0.267 0.233 0.225 0.242 0.233 0.233 0.233 0.233 0.225 0.225 0.225 0.225 0.233 0.233 0.225 0.233
0.642 0.558 0.575 0.517 0.458 0.492 0.475 0.492 0.458 0.417 0.433 0.458 0.45 0.433 0.433 0.425 0.425 0.408 0.433 0.408 0.417 0.417 0.417 0.417 0.417 0.642 0.617 0.608 0.608 0.525 0.55 0.533 0.533 0.55 0.525 0.5 0.483 0.492 0.458 0.442 0.467 0.458 0.442 0.45 0.425 0.408 0.417 0.408 0.408 0.408 0.658 0.6 0.558 0.558 0.508 0.517 0.542 0.475 0.483 0.467 0.492 0.475 0.442 0.458 0.458 0.475 0.475 0.467 0.442 0.433 0.442 0.417 0.433 0.425 0.417 0.658 0.642 0.583 0.583 0.575 0.533 0.525 0.567 0.55 0.55 0.508 0.475 0.5 0.542 0.533 0.558 0.558 0.575 0.525 0.508 0.492 0.5 0.5 0.5 0.508
0.492 0.325 0.258 0.217 0.167 0.183 0.192 0.158 0.158 0.183 0.175 0.167 0.167 0.167 0.167 0.15 0.167 0.167 0.158 0.158 0.158 0.167 0.167 0.167 0.167 0.492 0.392 0.392 0.325 0.242 0.25 0.258 0.175 0.2 0.192 0.15 0.2 0.217 0.192 0.183 0.167 0.167 0.158 0.15 0.133 0.142 0.133 0.133 0.108 0.108 0.35 0.15 0.133 0.058 0.05 0.033 0.05 0.05 0.042 0.042 0.05 0.05 0.05 0.05 0.05 0.058 0.058 0.05 0.042 0.042 0.042 0.058 0.067 0.067 0.083 0.35 0.275 0.283 0.183 0.142 0.075 0.125 0.092 0.083 0.108 0.083 0.067 0.067 0.083 0.075 0.083 0.075 0.067 0.075 0.075 0.075 0.083 0.075 0.083 0.075
0.533 0.45 0.408 0.4 0.408 0.442 0.383 0.367 0.367 0.35 0.333 0.325 0.35 0.325 0.35 0.35 0.333 0.342 0.333 0.308 0.317 0.325 0.325 0.317 0.333 0.533 0.483 0.417 0.383 0.325 0.358 0.317 0.3 0.325 0.333 0.275 0.308 0.275 0.292 0.267 0.308 0.317 0.3 0.292 0.308 0.308 0.283 0.292 0.317 0.292 0.433 0.375 0.367 0.317 0.325 0.35 0.333 0.333 0.317 0.292 0.325 0.292 0.325 0.283 0.342 0.317 0.317 0.3 0.325 0.325 0.317 0.317 0.275 0.333 0.333 0.433 0.358 0.367 0.342 0.325 0.308 0.308 0.3 0.283 0.242 0.208 0.192 0.192 0.217 0.233 0.208 0.233 0.233 0.25 0.242 0.242 0.258 0.258 0.25 0.267
0.533 0.525 0.5 0.483 0.45 0.5 0.467 0.467 0.442 0.442 0.475 0.433 0.425 0.433 0.417 0.425 0.425 0.408 0.425 0.425 0.417 0.417 0.417 0.417 0.417 0.533 0.533 0.525 0.575 0.567 0.483 0.467 0.5 0.458 0.417 0.392 0.35 0.4 0.367 0.4 0.367 0.342 0.383 0.375 0.35 0.375 0.367 0.367 0.333 0.375 0.508 0.458 0.467 0.358 0.358 0.317 0.325 0.308 0.283 0.275 0.25 0.25 0.308 0.25 0.25 0.25 0.25 0.25 0.233 0.225 0.217 0.225 0.225 0.217 0.25 0.508 0.508 0.492 0.442 0.425 0.425 0.425 0.392 0.383 0.383 0.358 0.333 0.333 0.308 0.292 0.3 0.3 0.308 0.317 0.3 0.3 0.308 0.317 0.3 0.3
0.492 0.458 0.467 0.4 0.325 0.308 0.3 0.317 0.275 0.275 0.242 0.242 0.25 0.233 0.258 0.25 0.25 0.25 0.25 0.258 0.25 0.25 0.25 0.25 0.25 0.492 0.475 0.533 0.45 0.358 0.375 0.342 0.367 0.358 0.35 0.3 0.275 0.292 0.3 0.3 0.283 0.292 0.283 0.283 0.267 0.233 0.217 0.233 0.217 0.242 0.492 0.333 0.342 0.317 0.25 0.25 0.25 0.233 0.217 0.225 0.225 0.225 0.242 0.233 0.233 0.233 0.242 0.242 0.258 0.258 0.275 0.267 0.275 0.233 0.25 0.492 0.45 0.442 0.35 0.325 0.267 0.325 0.3 0.258 0.258 0.242 0.242 0.258 0.267 0.267 0.267 0.267 0.267 0.267 0.258 0.242 0.242 0.225 0.233 0.217
0.675 0.583 0.542 0.525 0.508 0.475 0.467 0.45 0.458 0.458 0.417 0.425 0.4 0.383 0.392 0.4 0.375 0.392 0.383 0.4 0.375 0.383 0.375 0.35 0.333 0.675 0.625 0.542 0.575 0.483 0.483 0.458 0.433 0.45 0.467 0.467 0.458 0.45 0.408 0.383 0.408 0.4 0.425 0.408 0.375 0.383 0.383 0.383 0.383 0.375 0.65 0.508 0.392 0.425 0.4 0.375 0.375 0.417 0.442 0.442 0.442 0.45 0.45 0.45 0.442 0.425 0.433 0.425 0.442 0.442 0.45 0.425 0.425 0.417 0.417 0.65 0.575 0.517 0.458 0.433 0.475 0.458 0.467 0.442 0.433 0.433 0.433 0.45 0.408 0.408 0.417 0.417 0.433 0.425 0.417 0.408 0.417 0.442 0.425 0.392
0.625 0.5 0.383 0.425 0.408 0.375 0.392 0.375 0.367 0.317 0.292 0.283 0.275 0.3 0.325 0.308 0.308 0.325 0.317 0.283 0.275 0.258 0.258 0.258 0.25 0.625 0.633 0.392 0.425 0.433 0.342 0.317 0.333 0.35 0.308 0.317 0.342 0.325 0.317 0.342 0.317 0.325 0.325 0.308 0.308 0.342 0.325 0.342 0.317 0.333 0.575 0.425 0.375 0.308 0.275 0.333 0.35 0.333 0.308 0.308 0.258 0.292 0.267 0.217 0.208 0.217 0.308 0.308 0.308 0.317 0.25 0.258 0.292 0.267 0.25 0.575 0.525 0.408 0.392 0.325 0.283 0.325 0.292 0.292 0.25 0.3 0.275 0.258 0.275 0.275 0.267 0.25 0.242 0.242 0.25 0.25 0.258 0.258 0.25 0.233
0.617 0.467 0.417 0.442 0.425 0.4 0.375 0.383 0.375 0.383 0.375 0.375 0.417 0.4 0.392 0.408 0.408 0.392 0.4 0.433 0.417 0.392 0.408 0.408 0.417 0.617 0.525 0.5 0.467 0.467 0.417 0.367 0.342 0.35 0.325 0.325 0.333 0.35 0.325 0.308 0.283 0.308 0.275 0.283 0.258 0.3 0.275 0.283 0.308 0.333 0.458 0.333 0.333 0.2 0.217 0.192 0.167 0.117 0.133 0.108 0.117 0.125 0.133 0.108 0.1 0.1 0.117 0.1 0.117 0.1 0.1 0.083 0.083 0.083 0.083 0.458 0.425 0.35 0.275 0.233 0.267 0.217 0.183 0.217 0.158 0.2 0.225 0.217 0.225 0.217 0.225 0.2 0.208 0.208 0.233 0.225 0.208 0.208 0.2 0.2
0.567 0.492 0.367 0.367 0.358 0.333 0.308 0.308 0.283 0.317 0.3 0.325 0.275 0.267 0.267 0.275 0.258 0.258 0.267 0.267 0.283 0.308 0.317 0.292 0.333 0.567 0.583 0.442 0.417 0.425 0.383 0.358 0.358 0.308 0.317 0.3 0.258 0.258 0.283 0.292 0.3 0.233 0.233 0.283 0.25 0.25 0.242 0.258 0.258 0.242 0.633 0.383 0.35 0.367 0.325 0.325 0.3 0.267 0.267 0.267 0.25 0.217 0.2 0.2 0.183 0.192 0.192 0.217 0.2 0.192 0.175 0.183 0.175 0.167 0.167 0.633 0.583 0.45 0.425 0.358 0.333 0.3 0.283 0.242 0.217 0.225 0.233 0.225 0.233 0.233 0.233 0.242 0.233 0.217 0.225 0.2 0.183 0.2 0.217 0.192
0.475 0.333 0.233 0.242 0.233 0.217 0.192 0.217 0.208 0.208 0.2 0.208 0.217 0.192 0.192 0.183 0.192 0.192 0.183 0.192 0.183 0.192 0.175 0.167 0.167 0.475 0.442 0.333 0.283 0.292 0.283 0.242 0.25 0.192 0.208 0.217 0.158 0.192 0.158 0.175 0.192 0.175 0.2 0.158 0.183 0.167 0.158 0.167 0.167 0.175 0.533 0.425 0.308 0.308 0.242 0.208 0.225 0.208 0.2 0.192 0.192 0.167 0.175 0.158 0.158 0.15 0.15 0.15 0.158 0.15 0.158 0.158 0.167 0.167 0.167 0.533 0.492 0.358 0.308 0.383 0.292 0.283 0.258 0.233 0.233 0.258 0.225 0.233 0.192 0.183 0.167 0.183 0.158 0.133 0.183 0.158 0.158 0.133 0.175 0.158
0.667 0.5 0.433 0.467 0.317 0.317 0.275 0.292 0.3 0.267 0.283 0.275 0.267 0.267 0.275 0.292 0.325 0.275 0.317 0.333 0.325 0.333 0.333 0.333 0.333 0.667 0.592 0.542 0.5 0.467 0.433 0.408 0.358 0.342 0.342 0.375 0.342 0.317 0.317 0.292 0.292 0.3 0.308 0.325 0.317 0.308 0.3 0.308 0.292 0.308 0.558 0.467 0.425 0.4 0.375 0.375 0.367 0.358 0.317 0.317 0.35 0.35 0.308 0.342 0.35 0.367 0.342 0.342 0.367 0.383 0.392 0.383 0.417 0.408 0.417 0.558 0.583 0.492 0.542 0.483 0.433 0.483 0.475 0.433 0.433 0.458 0.433 0.433 0.433 0.408 0.425 0.408 0.383 0.417 0.408 0.417 0.392 0.408 0.408 0.417
0.708 0.575 0.542 0.517 0.492 0.5 0.45 0.483 0.475 0.45 0.475 0.45 0.442 0.45 0.45 0.442 0.45 0.45 0.442 0.45 0.417 0.433 0.417 0.417 0.417 0.708 0.642 0.592 0.575 0.525 0.475 0.475 0.433 0.442 0.4 0.408 0.392 0.417 0.4 0.417 0.383 0.425 0.417 0.417 0.408 0.417 0.408 0.433 0.442 0.408 0.567 0.508 0.5 0.45 0.442 0.4 0.425 0.475 0.458 0.508 0.492 0.517 0.492 0.475 0.492 0.458 0.45 0.442 0.45 0.467 0.458 0.458 0.45 0.45 0.417 0.567 0.567 0.467 0.425 0.392 0.367 0.392 0.367 0.383 0.367 0.433 0.375 0.375 0.35 0.358 0.358 0.375 0.383 0.375 0.367 0.375 0.375 0.417 0.417 0.383
0.633 0.542 0.442 0.417 0.433 0.442 0.392 0.4 0.417 0.383 0.375 0.375 0.375 0.35 0.35 0.35 0.35 0.358 0.367 0.358 0.367 0.342 0.35 0.333 0.333 0.633 0.542 0.45 0.467 0.408 0.458 0.392 0.367 0.375 0.358 0.35 0.342 0.342 0.333 0.317 0.3 0.3 0.275 0.242 0.25 0.275 0.275 0.267 0.275 0.292 0.567 0.442 0.4 0.333 0.342 0.358 0.342 0.358 0.35 0.342 0.333 0.35 0.325 0.325 0.325 0.325 0.325 0.325 0.325 0.333 0.333 0.333 0.333 0.333 0.333 0.567 0.508 0.417 0.367 0.367 0.367 0.333 0.317 0.325 0.317 0.325 0.317 0.333 0.292 0.292 0.283 0.292 0.283 0.292 0.292 0.308 0.3 0.317 0.308 0.308
0.592 0.55 0.55 0.583 0.533 0.542 0.517 0.475 0.492 0.517 0.483 0.492 0.458 0.5 0.492 0.492 0.5 0.492 0.467 0.467 0.483 0.45 0.458 0.45 0.417 0.592 0.617 0.558 0.475 0.483 0.442 0.408 0.358 0.392 0.392 0.408 0.383 0.392 0.383 0.4 0.358 0.375 0.342 0.358 0.358 0.358 0.35 0.342 0.342 0.325 0.6 0.417 0.442 0.408 0.383 0.383 0.358 0.342 0.35 0.317 0.317 0.317 0.342 0.383 0.375 0.35 0.35 0.375 0.333 0.292 0.3 0.275 0.275 0.3 0.25 0.6 0.508 0.517 0.467 0.458 0.458 0.425 0.425 0.392 0.35 0.367 0.375 0.342 0.342 0.292 0.267 0.242 0.258 0.217 0.233 0.233 0.233 0.233 0.233 0.233
0.708 0.558 0.542 0.55 0.475 0.492 0.458 0.458 0.442 0.442 0.392 0.4 0.417 0.425 0.392 0.333 0.35 0.375 0.35 0.367 0.35 0.4 0.375 0.4 0.5 0.708 0.583 0.675 0.658 0.567 0.55 0.508 0.475 0.492 0.492 0.508 0.5 0.517 0.508 0.533 0.475 0.467 0.483 0.45 0.45 0.458 0.467 0.483 0.467 0.458 0.617 0.408 0.408 0.367 0.417 0.408 0.417 0.425 0.408 0.4 0.392 0.4 0.375 0.4 0.375 0.35 0.367 0.367 0.358 0.383 0.383 0.367 0.375 0.383 0.417 0.617 0.55 0.525 0.458 0.508 0.5 0.458 0.475 0.442 0.4 0.433 0.4 0.4 0.383 0.408 0.383 0.417 0.408 0.408 0.45 0.417 0.408 0.425 0.408 0.392
0.8 0.717 0.717 0.642 0.633 0.633 0.608 0.642 0.633 0.642 0.642 0.608 0.608 0.617 0.658 0.683 0.683 0.692 0.675 0.708 0.675 0.683 0.667 0.683 0.667 0.8 0.783 0.725 0.7 0.633 0.625 0.583 0.567 0.542 0.558 0.575 0.567 0.583 0.567 0.567 0.583 0.592 0.583 0.583 0.583 0.592 0.6 0.6 0.583 0.583 0.767 0.583 0.55 0.458 0.408 0.342 0.367 0.325 0.3 0.267 0.325 0.333 0.3 0.292 0.308 0.3 0.283 0.267 0.258 0.258 0.258 0.25 0.25 0.25 0.25 0.767 0.742 0.617 0.6 0.542 0.508 0.45 0.417 0.417 0.425 0.417 0.433 0.433 0.425 0.408 0.375 0.375 0.408 0.392 0.392 0.383 0.375 0.375 0.375 0.375
0.625 0.567 0.533 0.542 0.533 0.567 0.575 0.525 0.492 0.492 0.492 0.483 0.508 0.492 0.508 0.475 0.458 0.475 0.442 0.442 0.425 0.417 0.425 0.417 0.417 0.625 0.617 0.525 0.567 0.55 0.517 0.542 0.525 0.55 0.533 0.542 0.517 0.533 0.483 0.483 0.492 0.45 0.475 0.475 0.45 0.442 0.458 0.433 0.442 0.425 0.542 0.467 0.408 0.408 0.392 0.375 0.375 0.358 0.358 0.367 0.367 0.375 0.375 0.367 0.375 0.35 0.375 0.367 0.35 0.35 0.35 0.342 0.367 0.358 0.333 0.542 0.517 0.45 0.442 0.442 0.425 0.417 0.383 0.383 0.383 0.367 0.367 0.375 0.358 0.358 0.375 0.342 0.367 0.342 0.35 0.367 0.375 0.35 0.35 0.358
0.425 0.308 0.3 0.275 0.308 0.283 0.292 0.292 0.267 0.258 0.275 0.233 0.242 0.242 0.267 0.25 0.267 0.283 0.275 0.275 0.275 0.275 0.275 0.267 0.25 0.425 0.342 0.308 0.317 0.292 0.333 0.317 0.292 0.267 0.267 0.275 0.25 0.225 0.242 0.258 0.275 0.275 0.283 0.258 0.275 0.275 0.283 0.267 0.308 0.283 0.367 0.267 0.292 0.258 0.242 0.242 0.233 0.225 0.217 0.242 0.217 0.225 0.225 0.217 0.225 0.233 0.242 0.233 0.242 0.25 0.242 0.25 0.25 0.25 0.25 0.367 0.35 0.308 0.283 0.275 0.275 0.25 0.242 0.242 0.283 0.267 0.242 0.267 0.242 0.258 0.25 0.25 0.258 0.25 0.25 0.258 0.25 0.242 0.25 0.25
0.433 0.45 0.425 0.442 0.45 0.358 0.308 0.333 0.258 0.225 0.2 0.175 0.142 0.142 0.117 0.108 0.1 0.108 0.108 0.1 0.117 0.092 0.092 0.092 0.083 0.433 0.542 0.392 0.408 0.383 0.392 0.317 0.317 0.25 0.283 0.292 0.233 0.275 0.258 0.275 0.258 0.275 0.258 0.25 0.308 0.283 0.275 0.233 0.292 0.308 0.567 0.492 0.45 0.442 0.383 0.442 0.433 0.3 0.267 0.317 0.267 0.258 0.25 0.158 0.142 0.133 0.133 0.083 0.075 0.083 0.142 0.083 0.083 0.083 0.083 0.567 0.608 0.525 0.492 0.425 0.433 0.433 0.4 0.333 0.333 0.275 0.317 0.258 0.258 0.283 0.3 0.242 0.225 0.233 0.208 0.225 0.192 0.183 0.2 0.208
0.442 0.433 0.375 0.4 0.383 0.383 0.375 0.383 0.375 0.367 0.333 0.358 0.367 0.375 0.367 0.367 0.342 0.325 0.333 0.35 0.333 0.333 0.333 0.333 0.333 0.442 0.492 0.417 0.408 0.367 0.35 0.342 0.342 0.325 0.325 0.308 0.317 0.292 0.3 0.292 0.3 0.308 0.308 0.308 0.308 0.292 0.275 0.283 0.283 0.275 0.417 0.317 0.283 0.258 0.25 0.25 0.217 0.225 0.192 0.2 0.2 0.217 0.217 0.225 0.225 0.233 0.217 0.208 0.225 0.208 0.192 0.208 0.225 0.208 0.167 0.417 0.483 0.35 0.342 0.333 0.308 0.275 0.3 0.267 0.267 0.283 0.258 0.275 0.275 0.267 0.25 0.242 0.233 0.233 0.233 0.25 0.242 0.242 0.25 0.233
0.575 0.417 0.4 0.383 0.425 0.442 0.425 0.408 0.433 0.425 0.392 0.383 0.383 0.383 0.383 0.4 0.392 0.375 0.383 0.392 0.375 0.367 0.375 0.367 0.333 0.575 0.508 0.475 0.483 0.442 0.475 0.483 0.467 0.425 0.4 0.408 0.4 0.4 0.408 0.392 0.383 0.383 0.383 0.375 0.375 0.383 0.392 0.383 0.358 0.367 0.442 0.283 0.275 0.275 0.308 0.342 0.333 0.333 0.342 0.367 0.333 0.342 0.325 0.317 0.317 0.325 0.325 0.308 0.333 0.308 0.333 0.333 0.333 0.333 0.333 0.442 0.417 0.417 0.392 0.358 0.342 0.367 0.35 0.375 0.358 0.342 0.35 0.358 0.367 0.367 0.358 0.342 0.333 0.35 0.333 0.358 0.342 0.333 0.333 0.333
0.442 0.325 0.308 0.3 0.258 0.258 0.258 0.225 0.25 0.25 0.242 0.25 0.242 0.25 0.233 0.25 0.242 0.242 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.442 0.367 0.308 0.308 0.25 0.267 0.258 0.225 0.217 0.233 0.225 0.225 0.233 0.208 0.208 0.2 0.233 0.25 0.258 0.242 0.225 0.217 0.217 0.25 0.233 0.5 0.35 0.267 0.217 0.167 0.15 0.142 0.142 0.158 0.133 0.158 0.167 0.158 0.175 0.175 0.167 0.175 0.183 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.5 0.458 0.35 0.292 0.225 0.25 0.208 0.217 0.233 0.225 0.225 0.217 0.217 0.233 0.233 0.225 0.225 0.233 0.233 0.242 0.225 0.25 0.25 0.258 0.258
0.492 0.317 0.267 0.292 0.267 0.25 0.258 0.233 0.233 0.217 0.242 0.25 0.25 0.242 0.225 0.208 0.225 0.242 0.225 0.225 0.225 0.225 0.233 0.25 0.25 0.492 0.433 0.4 0.375 0.35 0.308 0.258 0.25 0.217 0.233 0.217 0.2 0.233 0.183 0.175 0.158 0.158 0.15 0.15 0.142 0.142 0.125 0.133 0.133 0.158 0.483 0.358 0.217 0.233 0.217 0.175 0.167 0.167 0.158 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.483 0.425 0.367 0.317 0.283 0.275 0.258 0.217 0.2 0.192 0.192 0.183 0.142 0.167 0.158 0.158 0.167 0.15 0.15 0.15 0.167 0.175 0.175 0.167 0.167
0.725 0.65 0.583 0.6 0.567 0.508 0.508 0.475 0.517 0.508 0.517 0.508 0.492 0.492 0.5 0.492 0.533 0.525 0.45 0.425 0.425 0.433 0.433 0.417 0.417 0.725 0.608 0.567 0.558 0.517 0.533 0.508 0.467 0.45 0.45 0.483 0.458 0.458 0.458 0.492 0.5 0.5 0.467 0.458 0.458 0.442 0.475 0.467 0.483 0.492 0.658 0.483 0.45 0.45 0.433 0.392 0.383 0.367 0.358 0.417 0.383 0.367 0.375 0.367 0.35 0.383 0.367 0.4 0.358 0.375 0.383 0.383 0.4 0.417 0.417 0.658 0.633 0.533 0.492 0.525 0.475 0.483 0.483 0.442 0.458 0.467 0.45 0.442 0.458 0.442 0.442 0.433 0.458 0.45 0.442 0.425 0.433 0.433 0.433 0.433
0.583 0.508 0.542 0.433 0.442 0.4 0.358 0.367 0.342 0.358 0.358 0.35 0.35 0.333 0.333 0.333 0.342 0.342 0.333 0.333 0.333 0.333 0.333 0.333 0.333 0.583 0.608 0.567 0.517 0.492 0.417 0.417 0.408 0.408 0.408 0.408 0.392 0.4 0.375 0.383 0.392 0.392 0.383 0.367 0.367 0.367 0.383 0.358 0.358 0.358 0.558 0.35 0.275 0.233 0.2 0.183 0.192 0.175 0.15 0.158 0.167 0.15 0.15 0.183 0.175 0.167 0.183 0.175 0.183 0.183 0.158 0.15 0.175 0.167 0.167 0.558 0.492 0.433 0.417 0.358 0.308 0.3 0.233 0.2 0.2 0.2 0.192 0.192 0.217 0.192 0.225 0.2 0.208 0.225 0.217 0.217 0.2 0.208 0.208 0.208
